,datasessao,texto_acordao,idcomposicaopauta,idvoto,idvotopauta,year,ner_decisao
6469,2024-02-20 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com o Corpo Técnico da DAP, o Ministério Público de Contas, com fulcro nos fundamentos fáticos e jurídicos dantes explanados, acolhendo integralmente o voto da Conselheira Relatora, julgar pelo REGISTRO tácito do ato de aposentadoria sob análise, nos termos do artigo 71, inciso III, da Constituição Federal; artigo 53, inciso III, da Constituição Estadual e artigo 1º, inciso III, da Lei Complementar nº 464/2012, reconhecendo-se assim a estabilização da situação jurídica sob análise, em face dos princípios constitucionais da segurança jurídica e da confiança legítima, conforme tese jurídica recente do Supremo Tribunal Federal, em sede do Tema 445 de repercussão geral, nos autos do Recurso Extraordinário nº 636.553/RS.",113692,38586,38586.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6470,2024-02-27 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação da Diretoria de Atos de Pessoal e com o parecer do Ministério Público de Contas, acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato de aposentadoria, com a anotação da respectiva despesa.",113711,38523,38523.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6471,2024-02-27 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com o corpo técnico e o parecer do Ministério Público de Contas, aplicando a Tese de Repercussão Geral nº 445 do STF, acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato de aposentadoria, com a anotação da respectiva despesa.",113712,38559,38559.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6472,2024-02-27 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com o corpo técnico e o parecer do Ministério Público de Contas, aplicando a Tese de Repercussão Geral nº 445 do STF, acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato de aposentadoria, com a anotação da respectiva despesa.",113713,38553,38553.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6473,2024-02-27 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância ao que foi decidido pelo Supremo Tribunal Federal no RE 636.553/RS, com repercussão geral reconhecida e acolhendo integralmente o voto da Conselheira Relatora, julgar pelo REGISTRO TÁCITO do ato de concessão de aposentadoria sob análise, com a anotação da despesa e o consequente arquivamento dos autos. ",113714,38594,38594.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6474,2024-02-27 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância ao que foi decidido pelo Supremo Tribunal Federal no RE 636.553/RS, com repercussão geral reconhecida e acolhendo integralmente o voto da Conselheira Relatora, julgar pelo REGISTRO TÁCITO do ato de concessão de aposentadoria sob análise, com a anotação da despesa e o consequente arquivamento dos autos. ",113715,38593,38593.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6475,2024-02-22 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade,  concordando com a informação do Corpo Instrutivo e com o Parecer do Ministério Público de Contas e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato aposentador, consoante os efeitos da decisão exarada pelo STF nos autos do RE n. 636.553-RS (Tema nº 445 de Repercussão Geral), nos termos do disposto no art. 71, III da Constituição Federal, combinado com o art. 53, III da Constituição Estadual e art. 1º, III da Lei Complementar nº 464/2012.",113721,38354,38354.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6476,2024-02-22 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando com a informação do Corpo Instrutivo, com o Parecer do Ministério Público de Contas, e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato aposentador, consoante os efeitos da decisão exarada pelo STF nos autos do RE n. 636.553-RS (Tema nº 445 de Repercussão Geral), nos termos do disposto no art. 71, III da Constituição Federal, combinado com o art. 53, III da Constituição Estadual e art. 1º, III da Lei Complementar nº 464/2012.
Por fim, após o trânsito em julgado, pelo arquivamento dos autos.
",113722,38504,38504.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6477,2024-02-22 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando com a informação do Corpo Instrutivo, com o Parecer do Ministério Público de Contas e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato aposentador, consoante os efeitos da decisão exarada pelo STF nos autos do RE n. 636.553-RS (Tema nº 445 de Repercussão Geral), nos termos do disposto no art. 71, III da Constituição Federal, combinado com o art. 53, III da Constituição Estadual e art. 1º, III da Lei Complementar nº 464/2012.",113723,38353,38353.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6478,2024-02-22 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando com a informação do Corpo Instrutivo, com o Parecer do Ministério Público de Conta e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato aposentador, consoante os efeitos da decisão exarada pelo STF nos autos do RE n. 636.553-RS (Tema nº 445 de Repercussão Geral), nos termos do disposto no art. 71, III da Constituição Federal, combinado com o art. 53, III da Constituição Estadual e art. 1º, III da Lei Complementar nº 464/2012.",113724,38508,38508.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6479,2024-02-22 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando com a informação do Corpo Instrutivo e com o Parecer do Ministério Público de Contas e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato aposentador, consoante os efeitos da decisão exarada pelo STF nos autos do RE n. 636.553-RS (Tema nº 445 de Repercussão Geral), nos termos do disposto no art. 71, III da Constituição Federal, combinado com o art. 53, III da Constituição Estadual e art. 1º, III da Lei Complementar nº 464/2012.",113725,38333,38333.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6480,2024-02-22 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade,  concordando com a informação do Corpo Instrutivo , com o Parecer do Ministério Público de Contas e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato aposentador, consoante os efeitos da decisão exarada pelo STF nos autos do RE n. 636.553-RS (Tema nº 445 de Repercussão Geral), nos termos do disposto no art. 71, III da Constituição Federal, combinado com o art. 53, III da Constituição Estadual e art. 1º, III da Lei Complementar nº 464/2012.",113726,38500,38500.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6481,2024-02-22 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade,  concordando com a informação do Corpo Instrutivo e com o Parecer do Ministério Público de Contas e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato aposentador, consoante os efeitos da decisão exarada pelo STF nos autos do RE n. 636.553-RS (Tema nº 445 de Repercussão Geral), nos termos do disposto no art. 71, III da Constituição Federal, combinado com o art. 53, III da Constituição Estadual e art. 1º, III da Lei Complementar nº 464/2012.",113727,38479,38479.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6482,2024-02-22 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando com a informação do Corpo Instrutivo, com o Parecer do Ministério Público de Contas e acolhendo integralmente o voto do Conselheiro Relator, julgar  pelo registro tácito do ato aposentador, consoante os efeitos da decisão exarada pelo STF nos autos do RE n. 636.553-RS (Tema nº 445 de Repercussão Geral), nos termos do disposto no art. 71, III da Constituição Federal, combinado com o art. 53, III da Constituição Estadual e art. 1º, III da Lei Complementar nº 464/2012.
",113728,38355,38355.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6483,2024-04-02 00:00:00.000,"Vistos, relatados e discutidos estes autos, acolhendo o parecer do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos do voto proposto pelo Conselheiro Relator, julgar pela declaração da prescrição trienal, com supedâneo Parágrafo único do art. 111, da LCE nº 464/2012, com a determinação do consequente arquivamento dos autos, após cientificação do Ministério Público Estadual e certificação do trânsito em julgado do Acórdão definitivo.",113734,38555,38555.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6484,2024-04-02 00:00:00.000,"Vistos, relatados e discutidos estes autos, acostando ao entendimento do Corpo Técnico e ao Parecer do Ministério Público junto a esta Corte, ACORDAM os Conselheiros, nos termos do voto proposto pelo Conselheiro Relator, julgar: 
a) pela PERDA SUPERVENIENTE DO OBJETO, decorrente do cancelamento do Pregão Presencial nº 004/2023, objeto do Processo nº 303501/2023-TC, acarretando a carência do interesse processual, pressuposto de constituição e de desenvolvimento válido e regular do processo, com a determinação do arquivamento do feito, nos termos do art. 71 , da Lei Complementar nº 464/2021 e do art. 260  do Regimento Interno desta Corte;
b) pela IMPROCEDÊNCIA dos pleitos formulados na presente Representação (Processo nº 304561/2023-TC), uma vez que não foram demonstrados indícios de ilegalidades ou irregularidades nos autos e, por consequente, proponho o ARQUIVAMENTO do feito, nos termos art. 80, §1º , c.c o art. 81, parágrafo único , da Lei Complementar nº 464/2012, e art. 294, §1º , c.c o art. 295, parágrafo único , da Resolução nº 09/2012-TC.
Também, que seja expedida Recomendação a atual Prefeito do Município de Coronel Ezequiel/RN para que faça constar dos futuros editais em que houver a necessidade do preposto as justificativas suficientes a demonstrar a razoabilidade de tal exigência.
Ainda, determinar o encaminhamento dos autos à Diretoria de Expediente – DE, para que seja retirado o caráter seletivo, assim como o sigilo do presente feito.
Ato contínuo, devem os autos seguir para a Diretoria de Atos e Execuções – DAE para que seja realizada a cientificação da Representante, nos termos do art. 12, da Resolução nº 16/2020-TCE .
Por fim, pontuar que a intimação da Prefeitura Municipal de Coronel Ezequiel/RN, acerca da presente decisão, será realizada mediante publicação no Diário Oficial Eletrônico do Tribunal, nos termos do art. 47, caput, da Lei Complementar nº 464/2012, tendo em vista a situação vertente não se subsumir a nenhuma hipótese prevista no parágrafo único do mesmo dispositivo.",113735,38604,38604.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[NERRecomendacao(descricao_recomendacao='Recomendação a atual Prefeito do Município de Coronel Ezequiel/RN para que faça constar dos futuros editais em que houver a necessidade do preposto as justificativas suficientes a demonstrar a razoabilidade de tal exigência.')]
6485,2024-03-12 00:00:00.000,"Vistos, relatados e discutidos estes autos, convergindo com o entendimento exarado pelo MPC, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar  pelo NÃO CONHECIMENTO dos presentes Embargos de Declaração, mantendo-se na íntegra o texto e os efeitos do Acórdão n.º 091/2023- TC (evento 61).
Intime-se a parte Embargante, Sr. Haroldo Ferreira de Morais, dos termos desta Decisão. 
À Diretoria de Atos e Execuções - DAE, para as providências necessárias.",113737,38295,38295.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6486,2024-02-22 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhado ao posicionamento do Corpo Técnico e do Ministério Público de Contas e acolhendo integralmente o voto do Conselheiro Relator, julgar:

a)	REGISTRO DO ATO DE APONSETADORIA, em razão do cumprimento de todos os requisitos exigidos pela legislação, nos termos artigo 1º, inciso III, da Lei Complementar nº 464/12. 

Por fim, ressaltando que deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.",113750,38557,38557.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6487,2024-02-22 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado do Rio Grande do Norte, na 00009ª sessão ordinária, por unanimidade, acolhendo a proposição do relator, julgar pelo sorteio, a cargo da Diretoria de Expediente – DE, de Relator único, que presidirá a instrução até o julgamento definitivo do presente feito, nos termos do §4º do art. 177 do Regimento Interno desta Corte.
Por fim, após o sorteio e devida distribuição, os autos devem ser encaminhados ao Relator. ",113751,38634,38634.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6488,2024-02-22 00:00:00.000,"Vistos, relatados e discutidos estes autos,  em consonância com os Pareceres da Consultoria Jurídica e do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo conhecimento da Consulta e, no mérito, pela concessão da seguinte resposta:

QUESITO: Quais despesas podem ser custeadas por Fundos Estaduais e Municipais de Defesa do Consumidor, no caso das legislações virem a prever pagamento de custeio, em especial, se poderão ser pagas despesas como estagiários, terceirizados, cargos temporários e gratificações de funcionários.

RESPOSTA: Se a legislação de regência do Fundo de Defesa do Consumidor, seja ele estadual ou municipal, prever expressamente a possibilidade de esse arcar com despesas de custeio, é possível que os seus recursos sejam utilizados para o pagamento de despesas com estagiários, terceirizados, cargos temporários e gratificações de funcionários, mas desde que haja dotação orçamentária para tais gastos, além de autorização do Conselho Gestor do Fundo e que tais despesas estejam relacionadas aos objetivos almejados pela lei instituidora do Fundo.",113752,38632,38632.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6489,2024-03-05 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, acatando o pronunciamento do Corpo Técnico da DAP e do Ministério Público Especial, com fulcro nos fundamentos jurídicos dantes explanados, acolhendo integralmente o voto do Conselheiro Relator, julgar 

a) Pela DENEGAÇÃO DO REGISTRO do ato concessivo de aposentadoria sob análise, nos termos do artigo 53, inciso III, da Constituição Estadual e do artigo 1º, inciso III, da Lei Complementar nº 464/2012, em virtude da irregularidade no valor aplicado as vantagens pessoais permanentes inerentes ao cargo de Professor, contrariando o disposto nas Leis Complementares nºs 203 e 206/2001.

b) Pela INTIMAÇÃO do Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte – IPERN, gestor único do RPPS/RN, no seu atual gestor, assim como a interessada a senhora Josimara da Silva Costa, a fim de que tomem conhecimento desta decisão e, se for o caso, apresentem recurso no prazo regimental.

c) Pela DETERMINAÇÃO ao órgão previdenciário estadual, no seu atual gestor, após o trânsito em julgado desta decisão, no prazo de 60 (sessenta) dias, para que regularize a situação noticiada nos autos, sob pena de sanção pecuniária prevista no artigo 107, inciso II, alínea `f`, da Lei Complementar Estadual nº 464/2012.

d) Por fim, esclarecendo ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria da interessada, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente neste dispositivo.


",113756,38623,38623.0,2024,"multas=[] ressarcimentos=[] obrigacoes=[NERObrigacao(descricao_obrigacao='DETERMINAÇÃO ao órgão previdenciário estadual, no seu atual gestor, após o trânsito em julgado desta decisão, no prazo de 60 (sessenta) dias, para que regularize a situação noticiada nos autos, sob pena de sanção pecuniária prevista no artigo 107, inciso II, alínea `f`, da Lei Complementar Estadual nº 464/2012.')] recomendacoes=[]"
6490,2024-03-05 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, acatando o pronunciamento do Corpo Técnico da DAP e do Ministério Público de Contas, acolhendo integralmente o voto do Conselheiro Relator, julgar

I – pela EXTINÇÃO DO PROCESSO SEM A RESOLUÇÃO DO MÉRITO, nos termos do artigo 312, § 4º, do Regimento Interno desta Casa, haja vista o falecimento do beneficiário da pensão por morte;

II – pelo ARQUIVAMENTO, do processo em epígrafe.
",113757,38618,38618.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6491,2024-03-05 00:00:00.000,"Vistos, relatados e discutidos estes autos, filiando-se integralmente ao posicionamento do MPJTC, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo conhecimento e improvimento do Pedido de Reconsideração, mantendo-se incólume a decisão já proferida por esta Corte através do Acórdão nº336/2021 – TC.
",113758,38622,38622.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6492,2024-04-11 00:00:00.000,"Vistos, relatados e discutidos estes autos, considerando a manifestação emitida pelo Corpo Técnico e do parecer do Ministério Público junto a esta Corte, ACORDAM os Conselheiros, nos termos do voto proposto pelo Conselheiro Relator, julgar pelo arquivamento do presente processo, nos moldes do art. 90, inciso I da Lei Complementar Estadual nº 464/20121, bem como do art. 301, inciso I da Resolução nº 009/2012 – TCE/RN. ",113777,38655,38655.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6493,2024-04-11 00:00:00.000,"Vistos, relatados e discutidos estes autos, considerando a manifestação emitida pelo Corpo Técnico e do parecer do Ministério Público junto a esta Corte, ACORDAM os Conselheiros, nos termos do voto proposto pelo Conselheiro Relator, julgar pela DESAPROVAÇÃO DA MATÉRIA, nos termos do artigo 75, II, da Lei Complementar Estadual nº 464/2012, sem prejuízo da aplicação de multa ao Sr. Flaudivam Martins Cabral, responsável à época pela Prefeitura Municipal de Pendências/RN, no valor de R$ 5.000,00 (cinco mil reais), com fulcro no artigo 107, inciso II, “f”, da Lei Complementar nº 464/2012 c/c o artigo 33, inciso I, alínea “c”, da Resolução nº 011/2016 – TCE/RN, tendo em vista a omissão total na alimentação de informações no Portal da Transparência do referido ente, relativas ao período fiscalizado (exercício de 2019), com violação de disposição regulamentar acima especificada. 
Como também, pela expedição de determinação ao atual Prefeito da Prefeitura Municipal de Pendências/RN para que providencie, no prazo de 30 (trinta) dias, a alimentação das informações necessárias no Portal da Transparência, suprindo as omissões ora apontadas, sob pena de multa diária, desde já fixada no valor de R$ 100,00 (cem reais) por dia que superar o interregno aqui fixado, com base no art. 110 da Lei Complementar Estadual nº 464/2012, valor esse passível de revisão, limitado ao teto previsto no art. 323, inciso II, alínea `b`, do Regimento Interno, a ser apurado por ocasião de eventual subsistência de mora e de suspensão do fornecimento de Certidão de Adimplência Municipal, a teor do artigo 33, inciso II, da Resolução nº 011/2016 – TCE/RN. 
E ainda, pela ciência ao Corpo Técnico da DAM, para que acompanhe o cumprimento das obrigações de fazer determinadas, se for o caso, a partir de processo próprio de monitoramento.
Ademais, que o Corpo Técnico da DAM leve em consideração o presente julgamento para fins da análise da prestação de Contas Anuais de Gestão da Prefeitura Municipal de Pendências/RN, relativas ao exercício de 2019, período da fiscalização em apreço. 
Por fim, determinar que após o trânsito em julgado, seja realizada a remessa de cópia autenticada das principais peças do caderno processual ao Ministério Público Estadual sobre as irregularidades constatadas, a fim de que sejam apurados possíveis ilícitos penais e/ou atos de improbidade administrativa. ",113778,38654,38654.0,2024,"multas=[NERMulta(descricao_multa='multa ao Sr. Flaudivam Martins Cabral, responsável à época pela Prefeitura Municipal de Pendências/RN, no valor de R$ 5.000,00 (cinco mil reais), com fulcro no artigo 107, inciso II, “f”, da Lei Complementar nº 464/2012 c/c o artigo 33, inciso I, alínea “c”, da Resolução nº 011/2016 – TCE/RN, tendo em vista a omissão total na alimentação de informações no Portal da Transparência do referido ente, relativas ao período fiscalizado (exercício de 2019), com violação de disposição regulamentar acima especificada.')] ressarcimentos=[] obrigacoes=[NERObrigacao(descricao_obrigacao='expedição de determinação ao atual Prefeito da Prefeitura Municipal de Pendências/RN para que providencie, no prazo de 30 (trinta) dias, a alimentação das informações necessárias no Portal da Transparência, suprindo as omissões ora apontadas, sob pena de multa diária, desde já fixada no valor de R$ 100,00 (cem reais) por dia que superar o interregno aqui fixado, com base no art. 110 da Lei Complementar Estadual nº 464/2012, valor esse passível de revisão, limitado ao teto previsto no art. 323, inciso II, alínea `b`, do Regimento Interno, a ser apurado por ocasião de eventual subsistência de mora e de suspensão do fornecimento de Certidão de Adimplência Municipal, a teor do artigo 33, inciso II, da Resolução nº 011/2016 – TCE/RN.')] recomendacoes=[]"
6494,2024-02-27 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, acompanhando o posicionamento do Ministério Público de Contas e acolhendo integralmente o voto do Conselheiro Relator, julgar  pelo registro tácito do ato de aposentador, com o posterior arquivamento do processo.",113795,38649,38649.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6495,2024-03-05 00:00:00.000,"Vistos, relatados e discutidos estes autos, em consonância com o Ministério Público, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo conhecimento e não provimento do Pedido de Reconsideração.",113796,38660,38660.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6496,2024-02-27 00:00:00.000,"Vistos, relatados e discutidos estes autos, em consonância com o Ministério Público, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo conhecimento e não provimento do Pedido de Reconsideração.",113797,38658,38658.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6497,2024-03-12 00:00:00.000,"Vistos, relatados e discutidos estes autos, em consonância com o Corpo Técnico da DDP e com o Ministério Público de Contas, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pela desaprovação da matéria, nos moldes do art. 75, inciso I, da Lei Complementar Estadual n.º 464/2012, impondo-se ao Sr. Francisco Luã Costa, gestor responsável da Câmara Municipal de Rafael Fernandes no período de apuração, multa no valor de R$ 30.300,00 (trinta mil e trezentos reais), ante o atraso na remessa ao TCE/RN de dados por meio do SIAI-DP referentes aos 2º, 3º, 4º, 5º, 6º, 7º e 8º meses de 2022, com arrimo no art. 107, inciso II, alínea “f”, da Lei Complementar Estadual n.º 464/2012, c/c o art. 6º, da Resolução n.º 022/2020 – TCE/RN.
Ressalte-se que as irregularidades aqui verificadas não configuram ato doloso de improbidade administrativa, nos termos do art. 1º, inciso I, alínea “g”, da Lei Complementar Federal nº 64/1990, tratando-se, inclusive, de entendimento sumulado por este Tribunal de Contas (Súmula nº 29-TCE).
Transcorrido o prazo legal sem a interposição de recurso em face do presente Decisum, deverá a Diretoria de Atos e Execuções – DAE desta Corte certificar o seu trânsito em julgado e, por conseguinte, adotar os procedimentos necessários à execução, especialmente o disposto nos arts. 117 e 118, inciso I, da Lei Complementar Estadual n.º 464/2012.",113801,38668,38668.0,2024,"multas=[NERMulta(descricao_multa='multa no valor de R$ 30.300,00 (trinta mil e trezentos reais), ante o atraso na remessa ao TCE/RN de dados por meio do SIAI-DP referentes aos 2º, 3º, 4º, 5º, 6º, 7º e 8º meses de 2022, com arrimo no art. 107, inciso II, alínea “f”, da Lei Complementar Estadual n.º 464/2012, c/c o art. 6º, da Resolução n.º 022/2020 – TCE/RN.')] ressarcimentos=[] obrigacoes=[] recomendacoes=[]"
6498,2024-03-19 00:00:00.000,"Vistos, relatados e discutidos estes autos, concordando com o Corpo Técnico e com o Ministério Público de Contas, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar no sentido de:

1)	declarar a irregularidade da matéria, concernente às Contas Anuais de Gestão do Consórcio Intermunicipal de Saúde dos Municípios da Micro Região do Seridó Oriental, atinentes ao exercício de 2022, consoante o disposto no art. 75, I e II, da LCE nº 464/2012, ante o atraso no cumprimento do dever de prestá-las a este Tribunal;

2)	condenar o Sr. Gilson Dantas de Oliveira ao pagamento de multa no valor de R$ 1.100,00, consoante prevê o art. 107, inciso II, alínea “a” e “b”, da LCE nº 464/2012, com valor regulamentado no art. 21, I, alínea `b`, inciso II e § 2.º, da Resolução nº 012/2016-TCE, pelo atraso de 08 dias verificado;

3)	consignar que a irregularidade aqui verificada não configura ato (doloso) de improbidade administrativa, nos termos do art. 1º, inciso I, alínea “g”, da Lei Complementar Federal nº 64/1990, tratando-se, inclusive, de entendimento sumulado por este Tribunal de Contas (Súmula nº 29-TCE);

4)	determinar que, transcorrido o prazo legal sem a interposição de recurso em face do presente Decisum, deverá a Diretoria de Atos e Execuções – DAE desta Corte certificar o seu trânsito em julgado e, por conseguinte, adotar os procedimentos necessários à execução, especialmente o disposto nos arts. 117 e 118, inciso I, da LCE nº 464/2012.",113806,38669,38669.0,2024,"multas=[NERMulta(descricao_multa='multa no valor de R$ 1.100,00, consoante prevê o art. 107, inciso II, alínea “a” e “b”, da LCE nº 464/2012, com valor regulamentado no art. 21, I, alínea `b`, inciso II e § 2.º, da Resolução nº 012/2016-TCE, pelo atraso de 08 dias verificado')] ressarcimentos=[] obrigacoes=[NERObrigacao(descricao_obrigacao='determinar que, transcorrido o prazo legal sem a interposição de recurso em face do presente Decisum, deverá a Diretoria de Atos e Execuções – DAE desta Corte certificar o seu trânsito em julgado e, por conseguinte, adotar os procedimentos necessários à execução, especialmente o disposto nos arts. 117 e 118, inciso I, da LCE nº 464/2012')] recomendacoes=[]"
6499,2024-03-19 00:00:00.000,"Vistos, relatados e discutidos estes autos, em consonância com o Ministério Público de Contas, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar no sentido de:

1)	 com resolução do mérito, declarar a prescrição quinquenal das pretensões punitiva e ressarcitória, nos termos do art. 111, caput, da LCE nº 464/2012;
2)	determinar a imediata remessa de cópia do acórdão ora proferido ao Ministério Público Comum Estadual, independentemente do trânsito em julgado da decisão colegiada, nos termos do art. 75, § 3º, da LCE nº 464/2012, cientificando o Parquet Estadual de que a íntegra do processo está disponível para consulta no site do Tribunal;
3)	determinar o arquivamento do processo após o trânsito em julgado do acórdão;
4)	salientar à Diretoria de Atos e Execuções (DAE) que não se deve proceder a qualquer intimação postal ou pessoal da gestora responsável, haja vista não se fazer presente qualquer das hipóteses do art. 47, parágrafo único, da LCE nº 464/2012.",113808,38675,38675.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6500,2024-02-27 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando com a informação do Corpo Instrutivo e com o Parecer do Ministério Público de Contas - MPC, acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato de pensão, consoante os efeitos da decisão exarada pelo STF nos autos do RE n. 636.553-RS (Tema nº 445 de Repercussão Geral), nos termos do disposto no inciso III do art. 71 da Constituição da República, c/c inciso III do art. 53 da Constituição Estadual, c/c inciso III do art. 1º da Lei Complementar nº 464/2012.",113811,38450,38450.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6501,2024-02-27 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando com a informação do Corpo Instrutivo e com o Parecer do Ministério Público de Contas, acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato aposentador, consoante os efeitos da decisão exarada pelo STF nos autos do RE n. 636.553-RS (Tema nº 445 de Repercussão Geral), nos termos do disposto no art. 71, III da Constituição Federal, combinado com o art. 53, III da Constituição Estadual e art. 1º, III da Lei Complementar nº 464/2012.
",113812,38514,38514.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
6502,2024-02-27 00:00:00.000,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando com a informação do Corpo Instrutivo e com o Parecer do Ministério Público de Contas, acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato aposentador, consoante os efeitos da decisão exarada pelo STF nos autos do RE n. 636.553-RS (Tema nº 445 de Repercussão Geral), nos termos do disposto no art. 71, III da Constituição Federal, combinado com o art. 53, III da Constituição Estadual e art. 1º, III da Lei Complementar nº 464/2012.
",113813,38515,38515.0,2024,multas=[] ressarcimentos=[] obrigacoes=[] recomendacoes=[]
